"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Not classified","INX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19223023704","22032958704","24017478994","35454631100","35013880663","37466956371","40824326471","42103106276","46406846447","",
"Ireland","IRL","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","773415052.5","925317847.7","1185355351","1474973273","1698169304","2921096193","5003354615","4996928985","5286980591","",
"Ireland","IRL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.29594004154205","1.26693999767303","1.23573994636536","1.17853999137878","1.11308002471924","1.09280002117157","1.09839999675751","1.16385996341705","1.22672998905182","1.24618995189667","1.24844002723694","1.28233003616333","1.44556999206543","1.68566000461578","1.68852996826172","1.65775001049042","1.72381997108459","","",
"Ireland","IRL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","700","","","","653","776","728","790","826","902","915","946","1003","1168","1217.7","1253.8","1330.8","1520.5","1458.9","1580.9","1588.3","1628.9","1681.1","1935.9","2120.4","2302.6","2498.4","2661.9","2799.9","3055.8","3186.4","","","",
"Ireland","IRL","Patent applications, nonresidents","IP.PAT.NRES","","","","1182","1200","1206","1381","1441","1427","1540","1457","1447","1558","2088","2413","2505","2502","2319","2250","2181","2355","2649","2676","2527","2721","2614","2678","2846","3174","3494","4001","3794","2203","229","198","150","134","144","123","118","155","150","68","77","58","75","97","78","76","53","59","67","63","57","",
"Ireland","IRL","Patent applications, residents","IP.PAT.RESD","","","","99","117","157","130","152","168","195","205","219","249","264","266","339","363","348","333","352","394","461","434","567","651","726","743","719","727","736","734","786","752","788","811","840","793","796","985","996","925","1019","914","862","787","789","838","847","931","908","733","494","492","333","",
"Ireland","IRL","Trademark applications, direct nonresident","IP.TMK.NRES","1009","1145","1345","1399","1491","1577","1675","1727","1793","1897","1910","1982","2600","3102","3347","3284","2838","2938","2846","3249","3474","3343","3414","3197","3504","3824","3640","4094","5177","6171","6896","5861","6086","5133","5948","6424","5127","3687","3871","3395","3523","3038","4577","4899","4978","4819","4308","4013","3433","2522","2198","2108","1888","1990","",
"Ireland","IRL","Trademark applications, direct resident","IP.TMK.RESD","305","316","288","352","268","371","309","311","370","338","363","364","363","431","334","270","351","381","336","325","349","373","314","333","396","525","503","493","627","702","620","623","600","715","714","877","1403","1022","1039","1123","1258","918","1167","1285","1389","1507","1725","1905","1750","1569","1539","1485","1618","1700","",
"Ireland","IRL","Trademark applications, total","IP.TMK.TOTL","1314","1461","1633","1751","1759","1948","1984","2038","2163","2235","2273","2346","2963","3533","3681","3554","3189","3319","3182","3574","3823","3716","3728","3530","3900","4349","4143","4587","5804","6873","7516","6484","6686","5848","6662","7301","6530","4709","4910","4518","4781","3956","5744","6184","6367","6326","6033","5918","5183","4091","3737","3593","3506","3690","",
"Ireland","IRL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1764.59997558594","1920.39123535156","2082.64086914063","2100.041015625","2238.8486328125","2314.89208984375","2382.189453125","2503.08422851563","2694.70532226563","2786.67504882813","2880.19409179688","2958.76708984375","3332.52368164063","3217.15234375","3173.09594726563","3354.52661132813","3513.1962890625","","",
"Ireland","IRL","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","514.386657714844","532.388854980469","608.091064453125","684.906127929688","683.011779785156","607.112731933594","601.899169921875","626.082763671875","664.987670898438","731.841857910156","702.301696777344","684.879333496094","683.188049316406","687.916015625","683.146789550781","803.697875976563","839.618103027344","","",
"Ireland","IRL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5277076812","6163766530","6841293794","6560803447","7187967196","7894108650","9980720568","14398170640","17371426662","20117197732","23875081160","28523395273","31475030671","34661838788","31754508355","27741124356","30424804143","32873832109","31829122545","28168568620","27795411439","24286812034","21232045267","23751602369","22623281790","21914722722","",
"Ireland","IRL","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3419941403924","43.5834112337124","41.1373715962764","38.3801107769408","36.5895121421441","40.1466368837646","40.8644586059785","45.957383475319","46.7670312963294","46.4553076427357","44.4314502218717","47.0723677134313","47.8398923220954","47.6319453999159","40.7981913130602","34.6745138380114","34.0429387576335","34.7337400710372","34.5271400569703","27.2576293846531","25.7263423429142","24.2600935482389","21.2290455487299","21.7076197701529","22.5160015540937","22.4247889439166","",
"Iran, Islamic Rep.","IRN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.551949977874756","0.547540009021759","0.67451000213623","0.587419986724854","0.734539985656738","0.66813999414444","","0.748799979686737","","","","","","",
"Iran, Islamic Rep.","IRN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","96","92","86","91","94","126","150","175","233","279.5","317.7","390.6","541.3","664.8","841.1","1034.9","1313.8","1789.8","2115.8","2634.9","3422.7","4366.2","5228.3","6313.3","6992.6","8175.5","","","",
"Iran, Islamic Rep.","IRN","Patent applications, nonresidents","IP.PAT.NRES","","","","276","408","466","492","616","640","761","710","627","681","784","1283","2945","1937","1687","1667","756","493","321","273","280","312","223","","165","173","170","173","165","175","164","131","129","227","115","159","177","206","302","285","355","356","443","557","502","552","516","528","489","432","338","",
"Iran, Islamic Rep.","IRN","Patent applications, residents","IP.PAT.RESD","","","","80","80","76","87","76","79","82","88","94","116","100","130","103","119","132","114","64","169","286","202","213","162","183","","207","167","141","182","262","225","278","266","278","288","284","337","366","410","691","910","1287","2426","4051","5970","10648","15403","12184","11108","11529","10622","11305","",
"Iran, Islamic Rep.","IRN","Trademark applications, direct nonresident","IP.TMK.NRES","1020","949","1348","850","631","685","837","980","880","961","874","853","776","1028","1220","1644","1878","1616","1749","932","500","523","386","374","391","355","290","253","318","374","398","510","954","797","829","566","711","795","861","771","1047","1224","1239","1280","2748","4255","4591","5061","4641","4370","4539","5022","4486","7784","",
"Iran, Islamic Rep.","IRN","Trademark applications, direct resident","IP.TMK.RESD","895","905","786","1145","1246","1608","1685","1369","1670","1806","1748","1681","1967","1733","1542","1374","1787","1336","1553","769","1186","1987","2290","2238","1542","1681","1624","1651","1439","1708","2195","2533","2929","4573","5936","6184","5021","6145","5417","8723","9173","9858","11784","7468","17607","20439","23827","28604","30712","23465","25388","26825","24879","31732","",
"Iran, Islamic Rep.","IRN","Trademark applications, total","IP.TMK.TOTL","1915","1854","2134","1995","1877","2293","2522","2349","2550","2767","2622","2534","2743","2761","2762","3018","3665","2952","3302","1701","1686","2510","2676","2612","1933","2036","1914","1904","1757","2082","2593","3043","3883","5370","6765","6750","5732","6940","6278","9494","10220","11082","13023","8748","20355","24694","28418","33665","35353","27835","29927","31847","29365","39516","",
"Iran, Islamic Rep.","IRN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","712.150329589844","","746.866760253906","","","","","","",
"Iran, Islamic Rep.","IRN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2467415","3428472","5825739","12263196","25906125","38053545","50470338","70762119","131544659","402642298","","","","584312861","652571090","","","",
"Iran, Islamic Rep.","IRN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.147038477466952","0.23867364298425","0.348300962753986","0.60782308776089","1.11027947315953","1.53494970832281","1.66733292088566","1.86453536539413","2.48709305866884","6.30739208719693","","","","4.4581973923559","4.11637211434777","","","",
"Iraq","IRQ","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28600000","","203600000","100000","400000","5300000","","","","",
"Iraq","IRQ","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000","","","300000","","","","",
"Iraq","IRQ","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0455400012433529","0.0343500003218651","0.0456200018525124","0.0357399992644787","0.033780001103878","","","",
"Iraq","IRQ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","222","187","225","232","164","81","79","74","67","50.8","36.2","40.4","24.7","22.9","28.7","32.5","24","25.6","27.3","39.1","66.5","73.3","68.2","70","68.1","95.6","","","",
"Iraq","IRQ","Patent applications, nonresidents","IP.PAT.NRES","","","","142","32","62","","167","173","113","92","199","229","75","107","173","169","116","157","183","126","107","129","128","94","77","54","49","52","75","","","25","28","25","24","18","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Patent applications, residents","IP.PAT.RESD","","","","9","131","129","","9","23","16","31","12","33","42","29","9","32","5","28","37","19","26","47","33","124","296","199","272","272","247","","","149","164","112","76","68","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Trademark applications, direct nonresident","IP.TMK.NRES","","","","556","634","503","","546","532","346","442","429","380","451","392","443","466","458","653","635","424","397","484","416","364","373","514","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Trademark applications, direct resident","IP.TMK.RESD","","","","501","215","280","","264","234","342","227","1064","250","327","322","299","155","166","114","264","368","176","104","75","630","561","474","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Trademark applications, total","IP.TMK.TOTL","","","","1057","849","783","","810","766","688","669","1493","630","778","714","742","621","624","767","899","792","573","588","491","994","934","988","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","366.623840332031","377.576110839844","399.427124023438","414.987487792969","425.887908935547","","","",
"Iraq","IRQ","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.9383392333984","57.526668548584","59.5096015930176","62.2368202209473","60.935359954834","","","",
"Iraq","IRQ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49871","","","","","","","",
"Iraq","IRQ","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0869961095184919","","","","","","","",
"Iceland","ISL","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3514128.78472974","4238590.4762521","5096705.70779864","4434718.04851427","","","","","77940431.39","",
"Iceland","ISL","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14494.1540245434","62863.4292000628","23880.5970149253","","","","","91552255.9","",
"Iceland","ISL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83361005783081","2.00086998939514","2.29627990722656","2.66912007331848","2.95167994499207","2.95144009590149","2.8188099861145","","2.77292990684509","2.99207997322083","2.68474006652832","2.64603996276855","2.81984996795654","","2.60487008094788","","","",
"Iceland","ISL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","34","","","","57","59","56","69","68","89","104","105","122","137","155.9","145.3","142.6","174.2","143.2","150.2","177.2","195.2","195","190.9","206.2","232.3","232","232.8","259.6","273.5","258.3","","","",
"Iceland","ISL","Patent applications, nonresidents","IP.PAT.NRES","","","","53","52","","71","78","82","56","59","65","64","43","55","34","48","41","43","45","58","79","62","62","70","71","92","91","110","87","113","99","121","112","108","49","75","216","254","357","825","713","379","748","463","545","326","53","31","22","19","21","7","13","",
"Iceland","ISL","Patent applications, residents","IP.PAT.RESD","","","","8","15","","17","17","18","26","19","11","17","11","13","14","14","13","10","9","19","14","18","32","28","21","29","28","16","18","17","34","28","34","22","19","16","22","41","35","51","49","71","57","66","47","45","61","50","64","57","50","37","33","",
"Iceland","ISL","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","244","","334","331","319","324","472","385","361","424","417","370","300","380","428","409","410","379","462","428","434","487","486","534","801","860","870","1024","1042","845","1024","1228","1326","1696","4475","5519","6416","3612","3120","2848","2957","2967","4114","3941","4047","3088","2887","3011","2988","2991","",
"Iceland","ISL","Trademark applications, direct resident","IP.TMK.RESD","","","","","63","","67","37","52","71","84","54","57","54","21","67","82","115","84","37","69","70","80","93","129","149","213","208","190","179","203","204","218","302","368","339","295","399","440","719","960","359","362","458","516","","614","735","550","486","634","691","667","610","",
"Iceland","ISL","Trademark applications, total","IP.TMK.TOTL","","","","","307","","401","368","371","395","556","439","418","478","438","437","382","495","512","446","479","449","542","521","563","636","699","742","991","1039","1073","1228","1260","1147","1392","1567","1621","2095","4915","6238","7376","3971","3482","3306","3473","4184","4728","4676","4597","3574","3521","3702","3655","3601","",
"Iceland","ISL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4915.3583984375","5132.2724609375","5666.7958984375","","6545.892578125","","6612.0546875","","7261.79052734375","7980.7646484375","7241.3486328125","7458.67724609375","7983.00830078125","","7012.2216796875","","","",
"Iceland","ISL","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1791.43542480469","1888.39050292969","1656.75207519531","","","","2048.8056640625","","2253.44995117188","2168.95629882813","1695.64892578125","1746.54321289063","1993.60107421875","","1876.40502929688","","","",
"Iceland","ISL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50934045","7591210","12716528","1846629","3512826","4568090","31697325","34498707","43444895","44803707","36248232","41796665","32424132","27063751","37346356","47248252","67883235","202601661","308466717","774358510","415726899","245695849","141380773","156242917","103588490","93401352","",
"Iceland","ISL","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6992148323133","5.34083099314645","10.0125413762942","1.94731779271736","3.71824344527635","4.34791406650411","21.1336806976879","16.5320378822126","19.9182460046914","19.9348297127314","20.4508384663163","16.6090996230975","12.8553873297685","10.1048645853359","12.0054283846794","13.6423368910871","14.0417646427646","33.9682792088646","46.8804728551567","60.6634616916921","40.7482815075815","31.4459807068827","21.0009364111566","20.8593167816152","14.327701110166","15.4748332486593","",
"Israel","ISR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","541900000","680900000","912800000","908300000","898600000","831500000","1068300000","1072500000","985000000","",
"Israel","ISR","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","574100000","593000000","785800000","956700000","762600000","849400000","1099500000","1056500000","1006700000","",
"Israel","ISR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71121001243591","2.96834993362427","3.08145999908447","3.51992988586426","4.16784000396729","4.4510498046875","4.42863988876343","4.16508007049561","4.14599990844727","4.30687999725342","4.22458982467651","4.52323007583618","4.4029598236084","4.16801023483276","3.96500992774963","3.97351002693176","3.92627000808716","","",
"Israel","ISR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","3698","","","","4233","4989","4921","4916","5134","4968","4873","5234","5575","5559","5740.7","5750.7","6047.4","6020.3","5928.8","6290.3","6234.5","6381","6524.7","6462","6322","6558.5","6632.2","6609.4","6306.2","6139.2","6096","","","",
"Israel","ISR","Patent applications, nonresidents","IP.PAT.NRES","","","","1608","1727","1785","1892","1765","1816","2060","2048","2162","2331","2349","2094","1915","1863","2021","1989","2120","2104","2132","2207","2295","2690","2727","2830","3035","2859","3048","2856","2630","2327","2635","2701","3159","2101","1445","3106","3904","5203","5521","5095","4569","4870","5157","6154","6394","6214","5387","5856","5526","5473","4984","",
"Israel","ISR","Patent applications, residents","IP.PAT.RESD","","","","451","441","412","397","291","290","231","247","383","394","374","344","483","561","508","632","595","669","727","707","687","696","790","819","823","995","1042","1052","1087","1400","1318","1261","1266","1218","1441","1950","2053","1599","1248","1213","1329","1544","1669","1342","1615","1528","1387","1450","1360","1319","1201","",
"Israel","ISR","Trademark applications, direct nonresident","IP.TMK.NRES","1696","1806","1977","2051","2066","2509","2306","2346","2640","3034","2968","3046","3281","3398","2683","2513","3049","3041","3032","3598","3601","3506","3190","1481","1334","1295","1531","1699","1915","2330","2209","2248","2306","2590","3977","4498","4947","5493","5911","6147","8733","6468","4827","5127","5237","6159","6778","7285","7544","5572","6045","6322","6824","7175","",
"Israel","ISR","Trademark applications, direct resident","IP.TMK.RESD","290","446","355","363","386","369","406","272","400","436","406","492","543","462","403","439","553","579","630","718","659","684","692","588","688","757","866","1145","843","956","1020","1063","1107","1318","1781","1743","1955","1891","2103","2612","2997","2468","2842","2196","2731","2816","3475","3293","3198","2734","2569","2509","2178","2239","",
"Israel","ISR","Trademark applications, total","IP.TMK.TOTL","1986","2252","2332","2414","2452","2878","2712","2618","3040","3470","3374","3538","3824","3860","3086","2952","3602","3620","3662","4316","4260","4190","3882","2069","2022","2052","2397","2844","2758","3286","3229","3311","3413","3908","5758","6241","6902","7384","8014","8759","11730","8936","7669","7323","7968","8975","10253","10578","10742","8306","8614","8831","9002","9414","",
"Israel","ISR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6602.3388671875","","","",
"Israel","ISR","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1737.39489746094","","","",
"Israel","ISR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","831381100","998352127","1111523814","1170931771","1366107121","1609097165","2008375805","2719331992","3184663984","3844892960","4259555016","4643183000","4978622000","4438381000","3762003000","4526716000","5440699000","4969659000","5594060000","3065415000","6273377000","7889756000","7978955000","8825592000","9212054000","9634614000","",
"Israel","ISR","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.93259010260585","10.6867001865789","10.6533169038637","11.2548444333856","11.6973980102535","11.9824133832009","13.0221087979395","16.0186470338513","17.043199467689","18.5494688173087","19.7918727428045","19.2902049379898","19.351723621635","18.6398730783166","15.5038864157009","16.8470566062748","16.8520912245089","14.0250038670182","14.5062150581662","7.47995125928124","11.1049282522699","17.6232548026641","14.6632136340465","13.9800324986628","15.8456987513983","15.6053223942578","",
"Italy","ITA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1940861754","1840122870","1679977569","7779040095","6136119907","6546494862","6603530471","5317068505","5169287173","",
"Italy","ITA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1129833295","1115505591","1049623867","3972582556","3267991323","3641814724","4029874469","4099599431","3969900362","",
"Italy","ITA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.980319976806641","1.02330994606018","1.04217994213104","1.01624000072479","1.03983998298645","1.08080995082855","1.1214200258255","1.10064005851746","1.09126996994019","1.08598005771637","1.12732005119324","1.17304003238678","1.20578002929688","1.26400005817413","1.2645800113678","1.25350999832153","1.26572000980377","","",
"Italy","ITA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","7803","","","","9377","10114","10163","11229","12509","13062","13778","15462","15279","17000","17880.5","19233.8","19401.6","20056","20327.1","21409.4","22092.9","22482.6","23764.5","24759.4","24663.2","25804.9","26561.3","26853.7","26769.7","26347.6","26503.4","","","",
"Italy","ITA","Patent applications, nonresidents","IP.PAT.NRES","15445","","","18895","","","22627","22337","24152","25870","24587","23630","24083","22612","21423","17995","","","","","9971","","","12080","","7851","","","8000","","","","486","483","439","","1678","","","1172","1396","","","","","","","870","861","903","846","927","871","905","",
"Italy","ITA","Patent applications, residents","IP.PAT.RESD","7222","","","6918","","","7622","7253","7604","7259","7241","7196","7042","5779","5473","6110","","","","","6369","","","","","2000","","","2289","","","","7568","7493","7872","","6997","","","6281","7877","","","","","","","9255","8588","8814","8877","8794","8439","8307","",
"Italy","ITA","Trademark applications, direct nonresident","IP.TMK.NRES","","","","1864","","","2156","2259","2705","2747","3096","2979","3380","3755","3372","3078","","","","","","","","","","5964","","","","","","","","","","","10940","10571","10626","10452","11405","11005","9385","8668","7950","8833","7386","6621","6181","6196","5758","5640","4992","4963","",
"Italy","ITA","Trademark applications, direct resident","IP.TMK.RESD","","","","7255","","9416","7880","8540","9250","9603","8827","8213","9466","7666","7428","8947","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","34506","36148","37001","34613","36002","",
"Italy","ITA","Trademark applications, total","IP.TMK.TOTL","8331","8803","9150","9119","9108","9416","10036","10799","11955","12350","11923","11192","12846","11421","10800","12025","","","13523","13534","15535","16225","15782","17157","18804","24914","20811","24144","30051","29609","25219","23719","22541","21197","23015","25438","34423","34940","36026","37549","45123","42350","40133","40507","43168","44725","44820","46229","43225","40702","41906","42641","39605","40965","",
"Italy","ITA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1342.54675292969","1154.81311035156","1149.58044433594","1144.62573242188","1160.10778808594","1166.11413574219","1238.96008300781","1215.39147949219","1235.89709472656","1405.93640136719","1496.82104492188","1563.40771484375","1599.46862792969","1691.12707519531","1709.23889160156","1747.94165039063","1820.220703125","","",
"Italy","ITA","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","821.851257324219","","","","","","","","","","","","","","","","","","",
"Italy","ITA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8109122375","8972598098","11561564013","12192579390","13395858260","12745021733","14116203351","16707949675","17713247341","16118597622","17499991470","17284841625","20110754174","20567853960","20512274447","20757319636","24517923411","25300973541","25884628534","26448137309","28813005956","25027190920","26419456970","31191607345","27525718963","29752353792","",
"Italy","ITA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.20783305490615","7.24386156477929","7.79216176029521","8.19795564891736","8.55382826278661","8.57960066854958","8.37735497176081","8.13017568143796","7.89512843716114","7.61418747722671","8.09408613703418","8.2832703209055","9.47650720467064","9.56415396744151","9.19075920873428","8.02563061663822","8.03739050173571","7.98052964491512","7.33480739225099","6.26434209497707","6.40488128886695","7.46891018934588","7.24313347171849","7.36620269810082","7.07124785535183","7.25847157763275","",
"Jamaica","JAM","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10954140.74","11164167.27","60382721.7","48152311.87","44823553.95","36279447.73","47410236.73","60119539.63","61061972.49","",
